country	iso	region	PI-Region	pi_score2012	pi_score2013	pi_score2014	pi_score2015	eco_score2012	eco_score2013	eco_score2014	eco_score2015	eo_score2012	eo_score2013	eo_score2014	eo_score2015	gov_score2012	gov_score2013	gov_score2014	gov_score2015	edu_score2012	edu_score2013	edu_score2014	edu_score2015	health_score2012	health_score2013	health_score2014	health_score2015	ss_score2012	ss_score2013	ss_score2014	ss_score2015	pf_score2012	pf_score2013	pf_score2014	pf_score2015	sk_score2012	sk_score2013	sk_score2014	sk_score2015
Greece	GRC	Europe	Europe	0.244466498494148	0.0833889991044998	0.0760094746947289	0.516596794128418	-0.389697402715683	-0.21652640402317	-0.535175383090973	-0.532065629959107	0.905512928962708	1.09444797039032	1.3045951128006	1.59956026077271	0.107960902154446	0.0848840996623039	-0.0293787717819214	0.234186917543411	1.28816604614258	1.42469596862793	1.37077856063843	1.41769850254059	2.03361701965332	2.02883005142212	1.71037101745605	1.85051810741425	1.22308695316315	0.954881489276886	1.2480902671814	2.00288200378418	-1.83861196041107	-2.97581100463867	-1.86333322525024	-1.09597492218018	-1.37430202960968	-1.7282919883728	-2.59787178039551	-1.34403109550476
Guatemala	GTM	America Latin and the Caribbean	The Americas	-0.908123672008514	-0.716287076473236	-0.685811221599579	-0.551124095916748	0.23510630428791	0.232930302619934	0.285713016986847	0.541361212730408	-0.417365789413452	-0.296029388904572	-0.269126355648041	-0.0734464526176453	-1.33406400680542	-1.13777494430542	-1.25794339179993	-1.26817202568054	-1.62401604652405	-1.47417998313904	-1.8079948425293	-1.90071332454681	-0.458859205245972	-1.05511403083801	-0.797457993030548	-0.383644372224808	-1.75205302238464	-1.35759496688843	-1.54249203205109	-1.36609447002411	-0.713594913482666	-0.131661906838417	0.0788770616054535	-0.066296361386776	-1.20014297962189	-0.510872602462769	-0.176065444946289	0.108013212680817
Guinea	GIN	Africa Sub-Saharan	Africa Sub-Saharan	-2.41291999816895	-2.68541097640991	-2.59844064712524	-2.4586193561554	-2.56556010246277	-2.88156008720398	-2.67163395881653	-2.48132753372192	-2.8334789276123	-2.79454493522644	-2.71141934394836	-2.53847670555115	-2.57411003112793	-2.9713499546051	-3.16941356658936	-2.93598079681396	-3.95707011222839	-3.97296905517578	-4.17962265014648	-4.02612257003784	-3.61943006515503	-3.46907901763916	-3.25117540359497	-3.02260255813599	-1.93884801864624	-2.00344896316528	-1.94252395629883	-2.10449385643005	0.702978014945984	-0.337235003709793	-0.593877077102661	-0.398693680763245	-2.51784300804138	-3.05310201644897	-2.26785850524902	-2.16125655174255
Haiti	HTI	America Latin and the Caribbean	The Americas	-3.13201093673706	-2.65130710601807	-2.63686656951904	-2.82305908203125	-3.05588603019714	-3.25779604911804	-2.14352416992187	-2.20085048675537	-3.18824601173401	-2.8005108833313	-2.826331615448	-2.58718204498291	-2.89029693603516	-3.26573204994202	-3.17671346664429	-3.17212867736816	-2.96010494232178	-2.46018290519714	-2.41705107688904	-2.57880043983459	-4.50096416473389	-3.91239309310913	-4.17179155349731	-3.99231958389282	-2.17950201034546	-1.93309795856476	-2.3755476474762	-2.34154653549194	-3.72689700126648	-3.33512091636658	-2.68457889556885	-3.28833961486816	-2.55419588088989	-0.245620295405388	-1.29939353466034	-2.42330527305603
Honduras	HND	America Latin and the Caribbean	The Americas	-0.875034213066101	-0.829949498176575	-1.06725585460663	-1.0114768743515	-0.546440124511719	-0.514465808868408	-0.799476504325867	-0.39560928940773	-1.14888203144073	-0.96693080663681	-0.886734664440155	-0.75478595495224	-1.71742403507233	-1.6243200302124	-1.91424012184143	-1.82781064510345	-0.970217406749725	-0.886982619762421	-1.14574754238129	-1.25578117370605	0.0168979000300169	0.15628419816494	0.0196156352758408	-0.116591610014439	-0.979771375656128	-0.648859679698944	-0.755479037761688	-1.00118792057037	-0.402344107627869	-0.672842800617218	-1.70043253898621	-1.51038241386414	-1.25209295749664	-1.48147797584534	-1.35555195808411	-1.22966551780701
Hong Kong SAR. China	HKG	Asia East	Asia-Pacific	2.21176600456238	2.15642809867859	2.15218830108643	2.15155506134033	2.70096898078918	2.26718807220459	2.34564328193665	2.2308714389801	3.33673810958862	3.6006920337677	3.78667211532593	3.6510181427002	2.01041293144226	1.87198305130005	1.95914721488953	1.89313697814941	1.11093497276306	1.02637600898743	0.400141179561615	0.674887418746948	1.77313303947449	1.66907203197479	1.91041326522827	1.91762280464172	3.41941595077515	3.88955307006836	3.89338541030884	3.9519214630127	2.28761005401611	2.0891809463501	2.07312822341919	1.85066723823547	1.05491900444031	0.837378978729248	0.8489750623703	1.04231476783752
Hungary	HUN	Eastern Europe	Europe	0.784921824932099	0.767139077186584	0.923539638519287	0.693079590797424	-0.00150799995753914	-0.281629890203476	0.440235376358032	1.15569925308228	1.14293897151947	1.0223400592804	1.34927797317505	1.44227921962738	0.93155437707901	0.916849374771118	0.962309002876282	0.907303988933563	1.8218799829483	1.79151499271393	1.37350034713745	1.30503904819489	1.34454894065857	1.40039896965027	1.44774746894836	1.58103454113007	1.62765300273895	1.72103500366211	1.54896092414856	1.26505565643311	0.11407770216465	-0.00882109999656677	0.912557721138001	-0.812678277492523	-0.701770603656769	-0.424574792385101	-0.646271824836731	-1.29909658432007
Iceland	ISL	Europe	Europe	2.56436204910278	2.73810005187988	2.82806015014648	2.9092378616333	0.381779313087463	1.09120500087738	1.63449835777283	2.0665442943573	3.57057404518127	3.66348910331726	3.68495202064514	3.86572170257568	2.21567511558533	2.46354389190674	2.66390109062195	2.67145919799805	2.13489103317261	2.16951990127563	2.1720814704895	2.17438316345215	2.52412509918213	2.56049609184265	2.29403734207153	2.4223096370697	3.7697229385376	3.84217309951782	3.85042142868042	3.80333089828491	3.3683819770813	3.65593099594116	3.65108823776245	3.65108823776245	2.54974699020386	2.45844006538391	2.67350029945374	2.61906552314758
India	IND	Asia South	Asia-Pacific	-1.15793800354004	-1.30691194534302	-1.02863883972168	-0.800655961036682	0.498495697975159	0.389907687902451	0.588005483150482	0.903610229492188	-1.14254796504974	-1.19675695896149	-0.978184580802918	-0.273130238056183	0.0965633019804955	-0.11051569879055	-0.106163822114468	-0.0354216322302818	-1.41579401493073	-1.09902894496918	-0.702240109443665	-0.714350342750549	-1.94575095176697	-2.02448892593384	-1.97030603885651	-1.65574467182159	-1.83298003673553	-2.00401210784912	-1.96496880054474	-2.06024503707886	0.143352806568146	-1.02018296718597	-0.209006607532501	-0.0312131494283676	-3.66484189033508	-3.39021801948547	-2.88624596595764	-2.53875303268433
Indonesia	IDN	Asia Southeast	Asia-Pacific	-0.12168949842453	-0.250637590885162	-0.242390036582947	-0.059271726757288	1.09385299682617	1.21661198139191	1.19662141799927	1.5496072769165	-0.43574258685112	-0.319504112005234	-0.156249850988388	-0.156806856393814	-1.10898995399475	-0.98820960521698	-0.959912896156311	-0.915767908096314	-0.22080959379673	-0.187131002545357	-0.163118630647659	-0.12152237445116	-0.852328896522522	-0.844004273414612	-0.844940960407257	-0.408763647079468	-0.262594312429428	-0.283837705850601	-0.382784485816956	-0.33012455701828	-0.228646606206894	-1.32415795326233	-1.30557990074158	-1.68953919410706	1.04174304008484	0.725131988525391	0.676844954490662	1.5987434387207
